record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
100,1,370,1.0277777777777777,NORMAL,N,295,310,330,350,385,439,516,536,biphasic_negative_positive
100,2,663,1.8416666666666666,NORMAL,N,587,604,628,643,670,758,782,818,normal
100,3,947,2.6305555555555555,NORMAL,N,865,884,907,924,959,1042,1063,1111,normal
100,4,1231,3.4194444444444443,NORMAL,N,1146,1167,1191,1213,1238,1306,1365,1382,biphasic_negative_positive
100,5,1515,4.208333333333333,NORMAL,N,1432,1455,1475,1495,1528,1595,1649,1676,biphasic_negative_positive
100,6,1809,5.025,NORMAL,N,1728,1746,1768,1789,1817,1888,1901,1931,inverted
100,7,2045,5.680555555555555,APC,A,1965,1982,2001,2024,2053,2129,2184,2207,biphasic_negative_positive
100,8,2403,6.675,NORMAL,N,2321,2338,2367,2382,2418,2486,2539,2576,biphasic_negative_positive
100,9,2706,7.516666666666667,NORMAL,N,2625,2642,2665,2686,2718,2771,2834,2886,biphasic_negative_positive
100,10,2998,8.327777777777778,NORMAL,N,2921,2937,2961,2979,3007,,,,
100,11,3283,9.119444444444444,NORMAL,N,3206,3222,3244,3264,3296,3378,3404,3443,normal
100,12,3560,9.88888888888889,NORMAL,N,3483,3498,3520,3541,3572,3635,3691,3708,biphasic_negative_positive
100,13,3863,10.730555555555556,NORMAL,N,3776,3795,3820,3843,3870,3942,3990,4041,biphasic_negative_positive
100,14,4171,11.58611111111111,NORMAL,N,4084,4106,4126,4145,4183,4270,4303,4344,normal
100,15,4466,12.405555555555555,NORMAL,N,4381,4402,4429,4446,4480,4568,4609,4633,normal
100,16,4765,13.23611111111111,NORMAL,N,4685,4700,4723,4744,4780,4846,4938,4950,biphasic_negative_positive
100,17,5061,14.058333333333334,NORMAL,N,4980,4998,5019,5041,5067,5139,5189,5230,biphasic_negative_positive
100,18,5347,14.852777777777778,NORMAL,N,5264,5284,5310,5328,5353,,,,
100,19,5634,15.65,NORMAL,N,5554,5577,5594,5611,5642,5712,5767,5791,biphasic_negative_positive
100,20,5919,16.441666666666666,NORMAL,N,5838,5855,5879,5899,5925,5993,6048,6088,biphasic_negative_positive
100,21,6215,17.26388888888889,NORMAL,N,6130,6146,6174,6195,6228,6293,6347,6388,biphasic_negative_positive
100,22,6527,18.130555555555556,NORMAL,N,6440,6461,6483,6506,6541,6629,6663,6690,normal
100,23,6824,18.955555555555556,NORMAL,N,6738,6758,6780,6801,6838,6897,6963,6992,biphasic_negative_positive
100,24,7106,19.738888888888887,NORMAL,N,7024,7040,7064,7087,7118,7178,7233,7272,biphasic_negative_positive
100,25,7393,20.53611111111111,NORMAL,N,7308,7330,7352,7369,7400,7487,7513,7547,normal
100,26,7670,21.305555555555557,NORMAL,N,7588,7607,7633,7650,7684,7748,7803,7817,biphasic_negative_positive
100,27,7953,22.091666666666665,NORMAL,N,7870,7888,7913,7933,7967,8031,8084,8126,biphasic_negative_positive
100,28,8246,22.905555555555555,NORMAL,N,8162,8181,8206,8223,8253,8326,8376,8424,biphasic_negative_positive
100,29,8539,23.719444444444445,NORMAL,N,8454,8480,8498,8519,8551,8623,8677,8700,biphasic_negative_positive
100,30,8837,24.54722222222222,NORMAL,N,8755,8771,8798,8817,8854,8920,8973,9009,biphasic_negative_positive
100,31,9142,25.394444444444446,NORMAL,N,9054,9076,9100,9121,9156,9215,9266,9312,biphasic_negative_positive
100,32,9432,26.2,NORMAL,N,9350,9373,9396,9411,9445,9527,9553,9589,normal
100,33,9710,26.97222222222222,NORMAL,N,9627,9654,9671,9691,9723,,,,
100,34,9998,27.772222222222222,NORMAL,N,9919,9935,9956,9976,10011,10076,10123,10135,biphasic_negative_positive
100,35,10283,28.56388888888889,NORMAL,N,10202,10222,10242,10261,10296,10358,10413,10431,biphasic_negative_positive
100,36,10591,29.419444444444444,NORMAL,N,10503,10523,10547,10567,10598,10675,10732,10755,biphasic_negative_positive
100,37,10895,30.26388888888889,NORMAL,N,10812,10827,10857,10874,10909,11001,11025,11083,normal
100,38,11191,31.086111111111112,NORMAL,N,11110,11127,11153,11173,11204,11265,11328,11354,biphasic_negative_positive
100,39,11480,31.88888888888889,NORMAL,N,11399,11418,11442,11461,11494,11557,11639,11658,biphasic_negative_positive
100,40,11781,32.725,NORMAL,N,11701,11721,11741,11761,11790,,,,
100,41,12066,33.516666666666666,NORMAL,N,11984,12001,12031,12048,12078,12160,12187,12202,normal
100,42,12351,34.30833333333333,NORMAL,N,12263,12289,12308,12327,12363,12424,12479,12510,biphasic_negative_positive
100,43,12645,35.125,NORMAL,N,12562,12578,12603,12626,12658,12724,12776,12801,biphasic_negative_positive
100,44,12950,35.97222222222222,NORMAL,N,12863,12883,12909,12928,12963,13038,13117,13138,biphasic_negative_positive
100,45,13267,36.852777777777774,NORMAL,N,13179,13203,13221,13241,13279,13373,13407,13448,normal
100,46,13562,37.672222222222224,NORMAL,N,13483,13500,13521,13544,13574,13640,13692,13726,biphasic_negative_positive
100,47,13842,38.45,NORMAL,N,13767,13785,13806,13822,13857,13922,13969,14005,biphasic_negative_positive
100,48,14131,39.25277777777778,NORMAL,N,14050,14067,14096,14111,14143,,,,
100,49,14423,40.06388888888889,NORMAL,N,14341,14361,14387,14403,14432,14522,14548,14563,normal
100,50,14711,40.86388888888889,NORMAL,N,14632,14651,14672,14690,14724,14790,14839,14853,biphasic_negative_positive
100,51,15012,41.7,NORMAL,N,14923,14942,14968,14990,15018,15076,15157,15194,biphasic_negative_positive
100,52,15310,42.52777777777778,NORMAL,N,15224,15247,15271,15289,15323,15410,15440,15464,normal
100,53,15607,43.352777777777774,NORMAL,N,15522,15547,15569,15587,15624,15689,15738,15780,biphasic_negative_positive
100,54,15900,44.166666666666664,NORMAL,N,15819,15837,15861,15881,15912,15973,16025,16064,biphasic_negative_positive
100,55,16183,44.952777777777776,NORMAL,N,16107,16122,16147,16163,16199,16258,16315,16335,biphasic_negative_positive
100,56,16465,45.736111111111114,NORMAL,N,16385,16406,16428,16444,16479,,,,
100,57,16755,46.541666666666664,NORMAL,N,16672,16693,16712,16734,16771,16833,16900,16914,biphasic_negative_positive
100,58,17058,47.38333333333333,NORMAL,N,16973,16991,17016,17038,17071,17137,17242,17256,biphasic_negative_positive
100,59,17359,48.21944444444444,NORMAL,N,17274,17300,17319,17338,17367,17459,17496,17516,normal
100,60,17657,49.047222222222224,NORMAL,N,17576,17593,17616,17636,17673,,,,
100,61,17947,49.852777777777774,NORMAL,N,17864,17882,17905,17927,17954,18021,18066,18097,biphasic_negative_positive
100,62,18227,50.63055555555555,NORMAL,N,18146,18163,18188,18205,18240,18297,18347,18387,biphasic_negative_positive
100,63,18514,51.42777777777778,NORMAL,N,18429,18449,18472,18491,18521,,,,
100,64,18796,52.21111111111111,NORMAL,N,18714,18730,18756,18773,18808,18867,18919,18957,biphasic_negative_positive
100,65,19081,53.00277777777778,NORMAL,N,18997,19019,19039,19061,19088,19161,19214,19229,biphasic_negative_positive
100,66,19389,53.858333333333334,NORMAL,N,19298,19318,19343,19367,19396,19476,19519,19554,biphasic_negative_positive
100,67,19694,54.705555555555556,NORMAL,N,19607,19626,19653,19672,19701,19793,19819,19874,normal
100,68,19989,55.525,NORMAL,N,19909,19927,19949,19970,20002,20059,20122,20142,biphasic_negative_positive
100,69,20272,56.31111111111111,NORMAL,N,20193,20209,20228,20254,20284,20341,20359,20386,inverted
100,70,20554,57.09444444444444,NORMAL,N,20473,20491,20512,20536,20563,20648,20675,20715,normal
100,71,20838,57.88333333333333,NORMAL,N,20756,20774,20795,20817,20845,20913,20962,20993,biphasic_negative_positive
100,72,21131,58.69722222222222,NORMAL,N,21044,21069,21091,21111,21146,21206,21263,21294,biphasic_negative_positive
100,73,21424,59.51111111111111,NORMAL,N,21344,21361,21384,21403,21440,21504,21557,21603,biphasic_negative_positive
100,74,21729,60.358333333333334,NORMAL,N,21645,21664,21689,21709,21741,21832,21858,21919,normal
100,75,22030,61.19444444444444,NORMAL,N,21944,21961,21987,22009,22042,22113,22156,22200,biphasic_negative_positive
100,76,22321,62.00277777777778,NORMAL,N,22243,22261,22280,22303,22338,22395,22453,22486,biphasic_negative_positive
100,77,22603,62.78611111111111,NORMAL,N,22525,22542,22563,22583,22610,22670,22721,22762,biphasic_negative_positive
100,78,22881,63.55833333333333,NORMAL,N,22802,22824,22846,22862,22888,22974,23002,23047,normal
100,79,23164,64.34444444444445,NORMAL,N,23082,23100,23125,23145,23171,23243,23290,23330,biphasic_negative_positive
100,80,23454,65.15,NORMAL,N,23367,23386,23411,23433,23467,23536,23556,23580,inverted
100,81,23757,65.99166666666666,NORMAL,N,23670,23690,23713,23737,23769,23837,23890,23944,biphasic_negative_positive
100,82,24053,66.81388888888888,NORMAL,N,23971,23989,24014,24032,24067,24128,24184,24228,biphasic_negative_positive
100,83,24346,67.62777777777778,NORMAL,N,24265,24282,24306,24326,24358,24417,24472,24517,biphasic_negative_positive
100,84,24626,68.40555555555555,NORMAL,N,24547,24564,24585,24607,24638,24697,24759,24796,biphasic_negative_positive
100,85,24914,69.20555555555555,NORMAL,N,24834,24850,24875,24893,24921,24984,25035,25071,biphasic_negative_positive
100,86,25198,69.99444444444444,NORMAL,N,25116,25133,25160,25178,25210,25280,25318,25357,biphasic_negative_positive
100,87,25485,70.79166666666667,NORMAL,N,25402,25420,25446,25465,25499,25561,25615,25659,biphasic_negative_positive
100,88,25780,71.61111111111111,NORMAL,N,25696,25714,25740,25759,25796,25861,25919,25948,biphasic_negative_positive
100,89,26089,72.46944444444445,NORMAL,N,26003,26020,26046,26064,26096,26192,26217,26265,normal
100,90,26387,73.29722222222222,NORMAL,N,26302,26320,26348,26367,26400,26492,26515,26545,normal
