record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
207,1,354,0.9833333333333333,PVC,V,,,,286,472,501,551,600,normal
207,2,835,2.3194444444444446,RBBB,R,,,,818,859,,916,977,positive_monophasic
207,3,1080,3.0,PVC,V,1030,1045,1062,1063,1136,,1137,1202,positive_monophasic
207,4,1588,4.411111111111111,RBBB,R,1506,1528,1559,1566,1611,1655,1643,1631,normal
207,5,1823,5.063888888888889,PVC,V,1743,1756,1787,1797,1842,,1877,1983,positive_monophasic
207,6,2342,6.5055555555555555,RBBB,R,,,,2306,2365,2403,2486,2514,normal
207,7,2596,7.211111111111111,PVC,V,,,,2577,2617,,2677,2726,positive_monophasic
207,8,3111,8.641666666666667,RBBB,R,,,,3095,3134,3171,3262,3275,normal
207,9,3358,9.327777777777778,PVC,V,,,,3326,3377,,3442,3488,positive_monophasic
207,10,3858,10.716666666666667,RBBB,R,,,,3842,3875,3917,4000,4015,normal
207,11,4093,11.369444444444444,PVC,V,4039,4057,4075,4076,4116,,4170,4231,positive_monophasic
207,12,4637,12.880555555555556,RBBB,R,,,,4620,4661,,,,
207,13,4891,13.58611111111111,PVC,V,4826,4854,4874,4875,4939,4942,5044,5062,normal
207,14,5408,15.022222222222222,RBBB,R,,,,5392,5431,,5498,5544,positive_monophasic
207,15,5648,15.688888888888888,PVC,V,5590,5615,5633,5634,5702,,5703,5780,positive_monophasic
207,16,6160,17.11111111111111,RBBB,R,,,,6143,6183,6229,6305,6327,normal
207,17,6411,17.808333333333334,PVC,V,6350,6374,6392,6393,6470,,6471,6573,positive_monophasic
207,18,6939,19.275,RBBB,R,6840,6857,6876,6905,6962,7006,7097,7110,normal
207,19,7192,19.977777777777778,PVC,V,,,,7166,7218,,,,
207,20,7700,21.38888888888889,RBBB,R,,,,7684,7712,,7767,7829,positive_monophasic
207,21,7970,22.13888888888889,PVC,V,7852,7859,7904,7918,8070,,,,
207,22,8436,23.433333333333334,RBBB,R,8392,8401,8415,8420,8459,,,,
207,23,8727,24.241666666666667,PVC,V,8611,8618,8657,8673,8829,,8918,8987,negative_monophasic
207,24,9215,25.59722222222222,RBBB,R,,,,9196,9238,,9276,9349,positive_monophasic
207,25,9445,26.23611111111111,PVC,V,,,,9433,9470,9476,9510,9601,inverted
207,26,9948,27.633333333333333,RBBB,R,9817,9850,9878,9929,9971,,10004,10082,positive_monophasic
207,27,10196,28.322222222222223,PVC,V,10103,10113,10160,10180,10222,,10282,10326,positive_monophasic
207,28,10690,29.694444444444443,RBBB,R,,,,10673,10711,,10759,10829,positive_monophasic
207,29,10940,30.38888888888889,PVC,V,10851,10859,10899,10914,11003,11040,11091,11106,normal
207,30,11451,31.808333333333334,RBBB,R,,,,11424,11473,,11525,11588,positive_monophasic
207,31,11725,32.56944444444444,PVC,V,11643,11662,11681,11682,11823,11832,11903,11950,normal
207,32,12197,33.88055555555555,RBBB,R,,,,12180,12218,,12277,12340,positive_monophasic
207,33,12439,34.55277777777778,PVC,V,12346,12353,12402,12413,12455,12486,12574,12588,normal
207,34,12936,35.93333333333333,RBBB,R,,,,12908,12961,,13002,13091,positive_monophasic
207,35,13201,36.669444444444444,PVC,V,13185,13125,13162,13173,13269,,,,
207,36,13346,37.07222222222222,PVC,V,,13202,13210,13249,13363,13398,13457,13504,normal
207,37,13716,38.1,LBBB,L,,,,13698,13739,,13792,13837,positive_monophasic
207,38,13911,38.641666666666666,PVC,V,,,,13849,13981,,13982,14005,negative_monophasic
207,39,14125,39.236111111111114,PVC,V,,,,14086,14157,,14168,14204,positive_monophasic
207,40,14263,39.61944444444445,PVC,V,,,,14205,14280,14301,14313,14418,inverted
207,41,14522,40.33888888888889,LBBB,L,,,,14505,18271,18292,18344,18365,normal
207,42,18826,52.294444444444444,RBBB,R,17681,17705,17708,18805,18850,,18907,18952,positive_monophasic
207,43,19071,52.975,PVC,V,18959,18969,19001,19053,19097,19118,19166,19243,normal
207,44,19579,54.38611111111111,RBBB,R,19482,19496,19506,19557,21634,21652,21686,21809,normal
207,45,22118,61.43888888888889,RBBB,R,22032,22050,22088,22097,22143,,,,
207,46,22382,62.172222222222224,PVC,V,,,,22352,22417,22428,22473,22485,normal
207,47,22533,62.59166666666667,PVC,V,,,,22489,22595,,,,
207,48,22662,62.95,PVC,V,,,,22629,22681,,22704,22756,positive_monophasic
