record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
114,1,319,0.8861111111111111,NORMAL,N,255,276,295,302,327,378,405,447,normal
114,2,737,2.047222222222222,NORMAL,N,631,646,677,707,748,801,837,881,normal
114,3,1154,3.2055555555555557,NORMAL,N,1047,1072,1093,1124,1165,1220,1253,1292,normal
114,4,1562,4.338888888888889,NORMAL,N,1468,1481,1508,1535,1579,1622,1659,1699,normal
114,5,1975,5.486111111111111,NORMAL,N,1869,1894,1917,1946,1992,2038,2073,2115,normal
114,6,2367,6.575,NORMAL,N,2267,2282,2293,2340,2387,2421,2457,2490,normal
114,7,2753,7.647222222222222,NORMAL,N,2642,2669,2690,2710,2771,2819,2858,2900,normal
114,8,3177,8.825,NORMAL,N,3068,3083,3094,3145,3190,3235,3274,3317,normal
114,9,3578,9.938888888888888,NORMAL,N,3477,3490,3501,3550,3588,3640,3670,3708,normal
114,10,3971,11.030555555555555,NORMAL,N,3866,3891,3911,3938,3983,4032,4067,4108,normal
114,11,4350,12.083333333333334,NORMAL,N,4260,4275,4286,4331,4371,4418,4452,4490,normal
114,12,4738,13.161111111111111,NORMAL,N,4645,4658,4683,4709,4752,4800,4834,4871,normal
114,13,5150,14.305555555555555,NORMAL,N,5040,5065,5087,5105,5161,5213,5250,5289,normal
114,14,5545,15.402777777777779,NORMAL,N,5454,5478,5500,5527,5568,5609,5653,5691,normal
114,15,5948,16.522222222222222,NORMAL,N,5841,5866,5887,5918,5966,6012,6046,6084,normal
114,16,6337,17.602777777777778,NORMAL,N,6237,6249,6260,6304,6353,6393,6432,6468,normal
114,17,6708,18.633333333333333,NORMAL,N,6624,6638,6667,6691,6732,6780,6808,6840,normal
114,18,7089,19.691666666666666,NORMAL,N,6994,7009,7022,7071,7113,7166,7202,7238,normal
114,19,7504,20.844444444444445,NORMAL,N,7409,7424,7435,7480,7529,7571,7614,7654,normal
114,20,7914,21.983333333333334,NORMAL,N,7814,7828,7839,7885,7923,7967,8004,8042,normal
114,21,8294,23.038888888888888,NORMAL,N,8199,8215,8246,8275,8316,8364,8395,8431,normal
114,22,8675,24.09722222222222,NORMAL,N,8585,8600,8612,8658,8705,8740,8784,8829,normal
114,23,9071,25.197222222222223,NORMAL,N,8972,8985,8996,9042,9091,9133,9172,9214,normal
114,24,9484,26.344444444444445,NORMAL,N,9393,9425,9456,9463,9494,9548,9585,9626,normal
114,25,9894,27.483333333333334,NORMAL,N,9797,9814,9844,9876,9925,9965,10006,10046,normal
114,26,10306,28.627777777777776,NORMAL,N,10198,10214,10226,10276,10319,10363,10400,10442,normal
114,27,10707,29.741666666666667,NORMAL,N,10607,10630,10650,10687,10716,10774,10801,10846,normal
114,28,11118,30.883333333333333,NORMAL,N,11032,11058,11091,11098,11126,11163,11203,11242,normal
114,29,11525,32.013888888888886,NORMAL,N,11438,11472,11498,11504,11535,11583,11624,11662,normal
114,30,11956,33.21111111111111,NORMAL,N,11845,11862,11873,11925,11973,12015,12060,12100,normal
114,31,12371,34.36388888888889,NORMAL,N,12269,12285,12312,12341,12380,12423,12465,12499,normal
114,32,12765,35.458333333333336,NORMAL,N,12664,12680,12710,12745,12774,12823,12862,12894,normal
114,33,13166,36.57222222222222,NORMAL,N,13062,13086,13108,13137,13179,13216,13258,13291,normal
114,34,13559,37.66388888888889,NORMAL,N,13493,13522,13532,13538,13569,13630,13660,13706,normal
114,35,13966,38.794444444444444,NORMAL,N,13897,13924,13938,13945,13975,14022,14067,14102,normal
114,36,14387,39.96388888888889,NORMAL,N,14284,14308,14330,14359,14400,14440,14476,14513,normal
114,37,14777,41.047222222222224,NORMAL,N,14696,14731,14750,14757,14786,14835,14876,14915,normal
114,38,15165,42.125,NORMAL,N,15065,15089,15112,15137,15174,15219,15257,15298,normal
114,39,15549,43.19166666666667,NORMAL,N,15448,15461,15489,15519,15560,15616,15657,15690,normal
114,40,15967,44.352777777777774,NORMAL,N,15856,15884,15906,15938,15986,16012,16064,16099,normal
114,41,16360,45.44444444444444,NORMAL,N,16261,16289,16311,16342,16388,16431,16476,16524,normal
114,42,16778,46.605555555555554,NORMAL,N,16672,16688,16699,16746,16795,16841,16874,16910,normal
114,43,17160,47.666666666666664,NORMAL,N,17096,17122,17133,17140,17169,17214,17254,17291,normal
114,44,17530,48.69444444444444,NORMAL,N,17441,17456,17485,17513,17562,17601,17628,17666,normal
114,45,17939,49.830555555555556,NORMAL,N,17870,17900,17911,17918,17948,18000,18037,18085,normal
114,46,18323,50.897222222222226,NORMAL,N,18232,18247,18257,18304,18349,18393,18432,18470,normal
114,47,18722,52.00555555555555,NORMAL,N,18628,18654,18675,18704,18749,18792,18828,18872,normal
114,48,19125,53.125,NORMAL,N,19039,19067,19097,19104,19134,19181,19214,19251,normal
