record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
201,1,160,0.4444444444444444,NORMAL,N,72,85,97,138,169,200,228,257,normal
201,2,416,1.1555555555555554,NORMAL,N,356,365,377,386,430,452,497,522,normal
201,3,687,1.9083333333333334,NORMAL,N,,,,666,701,756,816,829,biphasic_positive_negative
201,4,906,2.5166666666666666,NORMAL,N,,,,882,916,995,1015,1030,inverted
201,5,1190,3.3055555555555554,NORMAL,N,1113,1129,1144,1168,1204,1264,1311,1324,biphasic_positive_negative
201,6,1423,3.952777777777778,NORMAL,N,,,,1404,1432,,,,
201,7,1622,4.5055555555555555,NORMAL,N,1539,1557,1594,1601,1632,1667,1704,1728,normal
201,8,1966,5.461111111111111,NORMAL,N,1872,1895,1936,1942,1979,2010,2055,2081,normal
201,9,2237,6.213888888888889,NORMAL,N,2161,2175,2195,2217,2251,2290,2318,2352,normal
201,10,2496,6.933333333333334,NORMAL,N,2439,2453,2468,2473,2506,2550,2605,2622,biphasic_positive_negative
201,11,2722,7.561111111111111,NORMAL,N,2633,2669,2680,2701,2734,2781,2853,2867,biphasic_positive_negative
201,12,2956,8.21111111111111,NORMAL,N,,,,2926,2970,3012,3059,3068,biphasic_positive_negative
201,13,3198,8.883333333333333,NORMAL,N,3111,3124,3138,3176,3261,3288,3334,3348,inverted
201,14,3471,9.641666666666667,NORMAL,N,,,,3448,3533,3561,3613,3636,inverted
201,15,3800,10.555555555555555,NORMAL,N,3703,3727,3757,3778,3813,3855,3942,3959,biphasic_positive_negative
201,16,4111,11.419444444444444,NORMAL,N,3989,4005,4016,4089,4119,4179,4257,4268,biphasic_positive_negative
201,17,4354,12.094444444444445,NORMAL,N,4288,4297,4318,4324,4363,4410,4436,4464,normal
201,18,4592,12.755555555555556,NORMAL,N,,,,4563,4605,4638,4671,4698,normal
