record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
122,1,326,0.9055555555555556,NORMAL,N,254,271,294,303,337,374,419,471,normal
122,2,562,1.5611111111111111,NORMAL,N,487,504,527,538,598,605,660,704,normal
122,3,798,2.216666666666667,NORMAL,N,723,741,756,775,809,859,901,935,normal
122,4,1019,2.8305555555555557,NORMAL,N,948,965,995,996,1029,1071,1112,1155,normal
122,5,1253,3.4805555555555556,NORMAL,N,1183,1198,1221,1230,1268,1301,1343,1395,normal
122,6,1488,4.133333333333334,NORMAL,N,1415,1432,1454,1465,1500,1538,1583,1633,normal
122,7,1730,4.805555555555555,NORMAL,N,1657,1672,1696,1706,1742,1778,1825,1875,normal
122,8,1967,5.463888888888889,NORMAL,N,1897,1913,1937,1944,1978,2031,2059,2108,normal
122,9,2208,6.133333333333334,NORMAL,N,2138,2152,2174,2184,2221,2268,2305,2350,normal
122,10,2448,6.8,NORMAL,N,2377,2393,2415,2425,2459,2501,2541,2591,normal
122,11,2691,7.475,NORMAL,N,2620,2636,2658,2667,2704,2751,2788,2835,normal
122,12,2935,8.152777777777779,NORMAL,N,2864,2880,2901,2912,2947,2974,3031,3080,normal
122,13,3184,8.844444444444445,NORMAL,N,3111,3127,3151,3158,3196,3232,3278,3330,normal
122,14,3436,9.544444444444444,NORMAL,N,3363,3378,3400,3411,3447,3474,3540,3579,normal
122,15,3686,10.238888888888889,NORMAL,N,3610,3627,3650,3662,3698,3747,3781,3833,normal
122,16,3935,10.930555555555555,NORMAL,N,3864,3879,3901,3912,3946,3977,4037,4077,normal
122,17,4183,11.619444444444444,NORMAL,N,4111,4126,4150,4158,4194,4238,4277,4327,normal
122,18,4428,12.3,NORMAL,N,4355,4372,4392,4405,4438,4479,4525,4574,normal
122,19,4682,13.005555555555556,NORMAL,N,4606,4623,4646,4657,4693,4736,4778,4828,normal
122,20,4933,13.702777777777778,NORMAL,N,4862,4877,4898,4910,4944,4991,5026,5077,normal
122,21,5184,14.4,NORMAL,N,5110,5126,5147,5160,5194,5234,5277,5325,normal
122,22,5426,15.072222222222223,NORMAL,N,5357,5372,5391,5403,5437,5478,5521,5572,normal
122,23,5679,15.775,NORMAL,N,5602,5621,5646,5656,5690,5740,5774,5825,normal
122,24,5930,16.47222222222222,NORMAL,N,5856,5872,5894,5905,5940,6006,6023,6079,normal
122,25,6180,17.166666666666668,NORMAL,N,6105,6122,6142,6153,6189,6236,6279,6302,normal
122,26,6418,17.82777777777778,NORMAL,N,6344,6362,6384,6395,6433,6481,6521,6562,normal
122,27,6680,18.555555555555557,NORMAL,N,6604,6620,6642,6655,6692,6727,6774,6825,normal
122,28,6926,19.238888888888887,NORMAL,N,6852,6869,6891,6903,6937,6992,7031,7068,normal
122,29,7164,19.9,NORMAL,N,7091,7107,7129,7140,7175,7221,7275,7307,normal
122,30,7406,20.572222222222223,NORMAL,N,7331,7348,7375,7383,7421,7483,7511,7554,normal
122,31,7659,21.275,NORMAL,N,7583,7600,7624,7636,7674,7719,7771,7803,normal
122,32,7904,21.955555555555556,NORMAL,N,7831,7849,7870,7879,7937,7965,8000,8049,normal
122,33,8149,22.636111111111113,NORMAL,N,8075,8092,8111,8125,8161,8217,8247,8256,normal
122,34,8377,23.269444444444446,NORMAL,N,8306,8322,8335,8345,8391,8425,8460,8483,normal
122,35,8617,23.93611111111111,NORMAL,N,8542,8560,8584,8595,8633,8672,8709,8759,normal
122,36,8860,24.61111111111111,NORMAL,N,8790,8805,8825,8838,8875,8904,8961,9003,normal
122,37,9097,25.269444444444446,NORMAL,N,9024,9040,9063,9072,9112,9168,9186,9239,normal
122,38,9333,25.925,NORMAL,N,9259,9277,9299,9307,9347,9393,9437,9466,normal
122,39,9571,26.586111111111112,NORMAL,N,9496,9516,9539,9549,9587,9637,9663,9714,normal
122,40,9816,27.266666666666666,NORMAL,N,9745,9762,9782,9795,9832,9866,9920,9958,normal
122,41,10059,27.941666666666666,NORMAL,N,9984,10000,10021,10036,10073,10112,10157,10202,normal
122,42,10297,28.602777777777778,NORMAL,N,10226,10243,10261,10275,10309,10346,10398,10442,normal
122,43,10534,29.261111111111113,NORMAL,N,10460,10474,10497,10509,10550,10572,10627,10647,normal
122,44,10785,29.958333333333332,NORMAL,N,10716,10730,10751,10762,10802,10833,10875,10932,normal
