record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
116,1,284,0.7888888888888889,NORMAL,N,221,234,249,264,296,327,363,391,normal
116,2,562,1.5611111111111111,NORMAL,N,499,511,527,544,575,614,647,677,normal
116,3,838,2.327777777777778,NORMAL,N,763,787,806,820,851,892,922,951,normal
116,4,1105,3.0694444444444446,NORMAL,N,1039,1057,1075,1087,1117,1152,1187,1216,normal
116,5,1370,3.8055555555555554,NORMAL,N,1298,1322,1339,1351,1383,1421,1450,1481,normal
116,6,1640,4.555555555555555,NORMAL,N,1579,1592,1608,1621,1652,1690,1724,1752,normal
116,7,1910,5.305555555555555,NORMAL,N,1841,1858,1876,1891,1923,1960,1993,2023,normal
116,8,2181,6.058333333333334,NORMAL,N,2110,2133,2151,2163,2194,2224,2260,2290,normal
116,9,2448,6.8,NORMAL,N,2376,2399,2418,2430,2461,2494,2528,2557,normal
116,10,2720,7.555555555555555,NORMAL,N,2647,2667,2686,2698,2732,2768,2805,2834,normal
116,11,2988,8.3,NORMAL,N,2918,2939,2956,2970,3000,3041,3072,3101,normal
116,12,3256,9.044444444444444,NORMAL,N,3187,3209,3227,3239,3269,3306,3338,3367,normal
116,13,3530,9.805555555555555,NORMAL,N,3455,3480,3497,3501,3542,3574,3610,3638,normal
116,14,3797,10.547222222222222,NORMAL,N,3726,3747,3766,3779,3809,3844,3877,3907,normal
116,15,4067,11.297222222222222,NORMAL,N,3995,4018,4035,4050,4081,4118,4153,4183,normal
116,16,4345,12.069444444444445,NORMAL,N,4275,4294,4314,4326,4358,4393,4425,4456,normal
116,17,4615,12.819444444444445,NORMAL,N,4546,4565,4583,4596,4628,4661,4697,4725,normal
116,18,4887,13.575,NORMAL,N,4813,4837,4856,4868,4901,4939,4972,5002,normal
116,19,5165,14.347222222222221,NORMAL,N,5104,5115,5131,5135,5178,5217,5250,5280,normal
116,20,5435,15.097222222222221,NORMAL,N,,,,5418,5448,5479,5512,5543,normal
116,21,5707,15.852777777777778,NORMAL,N,,,,5687,5719,5754,5787,5817,normal
116,22,5978,16.605555555555554,NORMAL,N,5905,5929,5945,5950,5991,6030,6060,6088,normal
116,23,6255,17.375,NORMAL,N,6187,6205,6223,6237,6268,6305,6339,6369,normal
116,24,6533,18.147222222222222,NORMAL,N,6464,6485,6502,6514,6545,6580,6615,6643,normal
116,25,6803,18.897222222222222,NORMAL,N,6741,6755,6771,6786,6817,6853,6885,6914,normal
116,26,7085,19.680555555555557,NORMAL,N,7007,7033,7052,7066,7099,7138,7169,7200,normal
116,27,7360,20.444444444444443,NORMAL,N,7290,7311,7331,7344,7373,7413,7445,7475,normal
116,28,7634,21.205555555555556,NORMAL,N,7575,7587,7606,7618,7647,7680,7713,7744,normal
116,29,7911,21.975,NORMAL,N,7837,7863,7878,7893,7924,7959,7991,8022,normal
116,30,8184,22.733333333333334,NORMAL,N,8114,8136,8153,8166,8197,8234,8264,8295,normal
116,31,8458,23.494444444444444,NORMAL,N,8385,8407,8431,8441,8472,8507,8546,8576,normal
116,32,8739,24.275,NORMAL,N,8669,8692,8709,8723,8752,8789,8822,8852,normal
116,33,9011,25.030555555555555,NORMAL,N,8940,8960,8980,8993,9024,9067,9092,9121,normal
116,34,9284,25.788888888888888,NORMAL,N,9206,9233,9250,9264,9297,9330,9368,9400,normal
116,35,9561,26.558333333333334,NORMAL,N,9489,9514,9530,9544,9574,9613,9646,9674,normal
116,36,9831,27.308333333333334,NORMAL,N,9763,9786,9801,9816,9844,9881,9911,9944,normal
116,37,10102,28.06111111111111,NORMAL,N,10030,10054,10069,10083,10115,10151,10180,10212,normal
116,38,10373,28.81388888888889,NORMAL,N,10300,10324,10341,10356,10386,10424,10455,10486,normal
116,39,10644,29.566666666666666,NORMAL,N,10582,10594,10613,10624,10656,10691,10727,10755,normal
116,40,10919,30.330555555555556,NORMAL,N,10849,10871,10888,10901,10932,10972,11000,11028,normal
116,41,11189,31.080555555555556,NORMAL,N,11119,11139,11158,11173,11202,11236,11270,11299,normal
116,42,11461,31.836111111111112,NORMAL,N,11399,11410,11428,11441,11474,11516,11546,11576,normal
116,43,11735,32.59722222222222,NORMAL,N,11665,11687,11705,11718,11747,11790,11819,11850,normal
116,44,12013,33.36944444444445,NORMAL,N,11942,11964,11983,11995,12025,12061,12091,12119,normal
116,45,12284,34.12222222222222,NORMAL,N,12207,12232,12251,12266,12297,12332,12364,12392,normal
116,46,12552,34.86666666666667,NORMAL,N,12482,12500,12521,12533,12565,12599,12633,12661,normal
116,47,12827,35.63055555555555,NORMAL,N,12754,12776,12795,12798,12839,12879,12911,12938,normal
116,48,13113,36.425,NORMAL,N,13039,13061,13082,13095,13125,13161,13193,13224,normal
116,49,13388,37.18888888888889,NORMAL,N,13316,13338,13354,13371,13400,13433,13470,13498,normal
116,50,13667,37.96388888888889,NORMAL,N,13593,13614,13633,13648,13680,13722,13756,13787,normal
116,51,13951,38.75277777777778,NORMAL,N,13878,13901,13922,13934,13963,14004,14033,14064,normal
116,52,14222,39.50555555555555,NORMAL,N,14162,14174,14192,14205,14234,14269,14301,14328,normal
116,53,14498,40.272222222222226,NORMAL,N,14424,14446,14465,14479,14510,14548,14579,14608,normal
116,54,14773,41.03611111111111,NORMAL,N,14699,14723,14740,14755,14786,14823,14855,14882,normal
116,55,15045,41.791666666666664,NORMAL,N,14973,14996,15013,15028,15057,15098,15127,15157,normal
116,56,15320,42.55555555555556,NORMAL,N,,,,15302,15333,15371,15401,15429,normal
116,57,15591,43.30833333333333,NORMAL,N,15521,15542,15559,15572,15603,15642,15672,15701,normal
116,58,15864,44.06666666666667,NORMAL,N,15792,15813,15831,15846,15876,15918,15950,15978,normal
116,59,16138,44.827777777777776,NORMAL,N,16070,16088,16108,16122,16151,16188,16221,16249,normal
116,60,16415,45.59722222222222,NORMAL,N,16346,16367,16385,16398,16427,16464,16494,16523,normal
116,61,16687,46.352777777777774,NORMAL,N,16612,16635,16653,16668,16700,16735,16768,16796,normal
116,62,16954,47.09444444444444,NORMAL,N,16886,16903,16923,16937,16967,17006,17035,17067,normal
116,63,17230,47.861111111111114,NORMAL,N,17155,17180,17196,17212,17243,17280,17314,17345,normal
116,64,17513,48.647222222222226,NORMAL,N,17441,17464,17481,17495,17525,17565,17594,17624,normal
116,65,17790,49.416666666666664,NORMAL,N,17720,17739,17757,17772,17803,17842,17872,17902,normal
116,66,18070,50.19444444444444,NORMAL,N,17996,18018,18037,18053,18084,18126,18159,18188,normal
116,67,18352,50.977777777777774,NORMAL,N,18280,18304,18320,18333,18365,18403,18434,18464,normal
116,68,18633,51.75833333333333,NORMAL,N,18562,18585,18605,18617,18646,18679,18712,18742,normal
116,69,18914,52.53888888888889,NORMAL,N,18838,18863,18885,18896,18926,18965,18995,19025,normal
116,70,19189,53.30277777777778,NORMAL,N,19117,19140,19158,19172,19202,19237,19271,19300,normal
116,71,19469,54.080555555555556,NORMAL,N,19395,19417,19437,19452,19481,19519,19553,19584,normal
116,72,19754,54.87222222222222,NORMAL,N,19682,19705,19724,19737,19767,19805,19836,19865,normal
116,73,20027,55.63055555555555,NORMAL,N,19963,19975,19995,20009,20040,20074,20108,20135,normal
116,74,20306,56.40555555555556,NORMAL,N,20232,20254,20274,20288,20319,20358,20392,20421,normal
116,75,20588,57.18888888888889,NORMAL,N,20516,20539,20557,20571,20602,20644,20673,20703,normal
116,76,20866,57.96111111111111,NORMAL,N,20799,20818,20835,20849,20877,20920,20945,20973,normal
116,77,21146,58.73888888888889,NORMAL,N,21073,21096,21114,21129,21159,21193,21227,21253,normal
116,78,21422,59.50555555555555,NORMAL,N,21351,21373,21390,21404,21435,21471,21506,21535,normal
116,79,21700,60.27777777777778,NORMAL,N,21627,21650,21670,21682,21713,21752,21784,21816,normal
116,80,21985,61.06944444444444,NORMAL,N,21914,21937,21956,21968,21997,22035,22068,22099,normal
116,81,22264,61.84444444444444,NORMAL,N,22191,22214,22233,22248,22276,22316,22346,22377,normal
116,82,22550,62.638888888888886,NORMAL,N,22474,22499,22517,22531,22563,22604,22634,22663,normal
116,83,22825,63.40277777777778,NORMAL,N,22752,22775,22794,22809,22839,22878,22909,22938,normal
116,84,23098,64.16111111111111,NORMAL,N,23027,23049,23067,23081,23111,23142,23181,23210,normal
116,85,23380,64.94444444444444,NORMAL,N,23309,23331,23349,23363,23392,23428,23462,23492,normal
116,86,23654,65.70555555555555,NORMAL,N,23583,23605,23623,23638,23667,23707,23735,23766,normal
116,87,23931,66.475,NORMAL,N,23856,23880,23899,23912,23943,23987,24015,24044,normal
116,88,24208,67.24444444444444,NORMAL,N,24139,24160,24177,24190,24221,24256,24292,24320,normal
116,89,24482,68.00555555555556,NORMAL,N,24413,24435,24453,24465,24494,24535,24563,24592,normal
116,90,24762,68.78333333333333,NORMAL,N,24686,24711,24730,24745,24775,24814,24845,24873,normal
116,91,25044,69.56666666666666,NORMAL,N,24969,24994,25012,25026,25056,25097,25127,25156,normal
116,92,25312,70.31111111111112,NORMAL,N,25244,25262,25281,25293,25325,25366,25396,25424,normal
116,93,25592,71.08888888888889,NORMAL,N,25520,25542,25560,25574,25604,25642,25673,25703,normal
116,94,25868,71.85555555555555,NORMAL,N,25795,25817,25835,25850,25881,25919,25952,25983,normal
116,95,26151,72.64166666666667,NORMAL,N,26076,26099,26116,26132,26163,26204,26236,26268,normal
116,96,26424,73.4,NORMAL,N,26351,26374,26391,26405,26437,26476,26506,26532,normal
116,97,26698,74.16111111111111,NORMAL,N,26626,26650,26665,26680,26710,26748,26783,26812,normal
116,98,26982,74.95,NORMAL,N,26908,26933,26952,26965,26994,27034,27062,27091,normal
116,99,27255,75.70833333333333,NORMAL,N,27181,27205,27223,27237,27267,27306,27337,27364,normal
116,100,27528,76.46666666666667,NORMAL,N,27453,27477,27494,27510,27540,27579,27613,27645,normal
116,101,27802,77.22777777777777,NORMAL,N,27733,27754,27772,27784,27816,27851,27884,27913,normal
116,102,28076,77.9888888888889,NORMAL,N,28006,28027,28044,28059,28089,28130,28161,28190,normal
116,103,28356,78.76666666666667,NORMAL,N,28280,28304,28325,28337,28369,28407,28437,28465,normal
116,104,28626,79.51666666666667,NORMAL,N,28566,28580,28597,28609,28639,28672,28707,28737,normal
116,105,28896,80.26666666666667,NORMAL,N,28827,28847,28864,28877,28909,28947,28982,29011,normal
116,106,29175,81.04166666666667,NORMAL,N,29102,29126,29144,29157,29188,29224,29258,29286,normal
116,107,29447,81.79722222222222,NORMAL,N,29376,29397,29417,29427,29460,29493,29526,29555,normal
