record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
105,1,197,0.5472222222222223,NORMAL,N,119,138,154,178,219,266,295,318,normal
105,2,459,1.275,NORMAL,N,383,402,417,442,493,527,554,582,normal
105,3,708,1.9666666666666666,NORMAL,N,636,652,667,692,726,778,808,841,normal
105,4,964,2.6777777777777776,NORMAL,N,892,910,924,949,982,1034,1062,1090,normal
105,5,1221,3.3916666666666666,NORMAL,N,1150,1167,1182,1196,1239,1290,1316,1345,normal
105,6,1478,4.105555555555555,NORMAL,N,1405,1422,1438,1452,1497,1549,1576,1603,normal
105,7,1741,4.836111111111111,NORMAL,N,1666,1684,1699,1725,1764,1788,1843,1881,biphasic_negative_positive
105,8,2015,5.597222222222222,NORMAL,N,1937,1956,1971,1987,2038,2087,2119,2151,normal
105,9,2286,6.35,NORMAL,N,2211,2231,2246,2270,2305,2357,2385,2414,normal
105,10,2550,7.083333333333333,NORMAL,N,2475,2493,2509,2533,2568,2619,2646,2675,normal
105,11,2802,7.783333333333333,NORMAL,N,2730,2749,2763,2785,2820,2873,2898,2932,normal
105,12,3052,8.477777777777778,NORMAL,N,2980,2998,3011,3025,3070,3120,3149,3182,normal
105,13,3302,9.172222222222222,NORMAL,N,3235,3250,3264,3276,3320,3371,3400,3436,normal
105,14,3563,9.897222222222222,NORMAL,N,3490,3508,3522,3537,3581,3635,3664,3693,normal
105,15,3835,10.652777777777779,NORMAL,N,3756,3776,3791,3806,3855,3908,3937,3969,normal
105,16,4102,11.394444444444444,NORMAL,N,4022,4043,4058,4074,4121,4177,4205,4242,normal
105,17,4370,12.13888888888889,NORMAL,N,4296,4313,4328,4354,4389,4441,4469,4496,normal
105,18,4635,12.875,NORMAL,N,4560,4579,4594,4607,4659,4707,4736,4764,normal
105,19,4900,13.61111111111111,NORMAL,N,4824,4843,4858,4884,4923,4970,4996,5026,normal
105,20,5154,14.316666666666666,NORMAL,N,5083,5099,5114,5129,5172,5199,5253,5282,biphasic_negative_positive
105,21,5407,15.019444444444444,NORMAL,N,5339,5355,5369,5391,5425,,5463,5498,positive_monophasic
105,22,5562,15.45,PVC,V,,,,5537,5574,,5622,5661,positive_monophasic
105,23,5922,16.45,NORMAL,N,5848,5867,5882,5896,5941,5989,6024,6062,normal
105,24,6195,17.208333333333332,NORMAL,N,6116,6135,6151,6178,6214,6271,6299,6319,normal
105,25,6468,17.966666666666665,NORMAL,N,6391,6410,6425,6452,6488,6543,6574,6602,normal
105,26,6736,18.711111111111112,NORMAL,N,6662,6680,6695,6720,6758,6807,6836,6870,normal
105,27,6995,19.430555555555557,NORMAL,N,6926,6942,6956,6980,7012,7065,7089,7116,normal
105,28,7246,20.127777777777776,NORMAL,N,7173,7191,7206,7218,7267,7315,7342,7379,normal
105,29,7506,20.85,NORMAL,N,7432,7450,7464,7481,7523,7577,7606,7631,normal
105,30,7766,21.572222222222223,NORMAL,N,7693,7712,7727,7739,7799,,7827,7864,positive_monophasic
105,31,7923,22.008333333333333,PVC,V,,,,7898,7936,,7988,8029,positive_monophasic
105,32,8290,23.02777777777778,NORMAL,N,8214,8235,8251,8273,8309,8356,8393,8433,normal
105,33,8563,23.78611111111111,NORMAL,N,8487,8505,8519,8546,8587,8639,8668,8686,normal
105,34,8828,24.522222222222222,NORMAL,N,8756,8773,8787,8813,8852,8901,8933,8964,normal
105,35,9092,25.255555555555556,NORMAL,N,9018,9038,9052,9077,9130,9164,9193,9213,normal
105,36,9349,25.969444444444445,NORMAL,N,9280,9296,9311,9327,9367,9416,9444,9463,normal
105,37,9600,26.666666666666668,NORMAL,N,9532,9546,9559,9573,9622,9673,9711,9754,normal
105,38,9845,27.34722222222222,NORMAL,N,9779,9793,9807,9829,9863,9895,9942,9975,biphasic_negative_positive
105,39,10105,28.069444444444443,NORMAL,N,10027,10047,10063,10089,10129,10175,10209,10248,normal
105,40,10380,28.833333333333332,NORMAL,N,10303,10321,10337,10363,10398,10450,10478,10511,normal
105,41,10645,29.569444444444443,NORMAL,N,10569,10587,10602,10627,10664,10719,10745,10772,normal
105,42,10908,30.3,NORMAL,N,10832,10851,10866,10891,10930,10978,11008,11054,normal
105,43,11168,31.022222222222222,NORMAL,N,11098,11114,11128,11152,11186,11240,11267,11306,normal
105,44,11424,31.733333333333334,NORMAL,N,11356,11373,11387,11398,11441,11491,11517,11543,normal
105,45,11675,32.43055555555556,NORMAL,N,11603,11621,11635,11658,11693,11741,11769,11793,normal
105,46,11930,33.138888888888886,NORMAL,N,11856,11875,11890,11914,11950,12002,12030,12056,normal
105,47,12186,33.85,NORMAL,N,12115,12132,12146,12160,12205,12258,12287,12312,normal
105,48,12449,34.580555555555556,NORMAL,N,12379,12395,12409,12432,12467,,12511,12547,positive_monophasic
105,49,12626,35.07222222222222,PVC,V,,,,12599,12639,12648,12688,12734,inverted
105,50,12988,36.077777777777776,NORMAL,N,12908,12929,12945,12969,13012,13061,13094,13124,normal
105,51,13252,36.81111111111111,NORMAL,N,13178,13196,13211,13225,13270,13327,13352,13369,normal
105,52,13507,37.519444444444446,NORMAL,N,13435,13453,13467,13480,13524,13571,13600,13621,normal
105,53,13755,38.208333333333336,NORMAL,N,13683,13700,13715,13739,13777,13821,13849,13879,normal
105,54,14005,38.90277777777778,NORMAL,N,13936,13951,13966,13990,14028,14072,14099,14122,normal
105,55,14253,39.59166666666667,NORMAL,N,14184,14198,14213,14226,14276,14329,14356,14379,normal
105,56,14516,40.32222222222222,NORMAL,N,14442,14459,14474,14490,14540,14584,14617,14666,normal
105,57,14786,41.07222222222222,NORMAL,N,14718,14731,14746,14770,14821,14855,14884,14923,normal
105,58,15053,41.81388888888889,NORMAL,N,14982,14996,15011,15027,15071,15128,15152,15185,normal
105,59,15311,42.53055555555556,NORMAL,N,15238,15256,15271,15287,15330,15386,15412,15434,normal
105,60,15574,43.26111111111111,NORMAL,N,15499,15518,15533,15557,15594,15646,15674,15696,normal
105,61,15834,43.983333333333334,NORMAL,N,15761,15779,15794,15817,15851,15896,15927,15963,normal
105,62,16083,44.675,NORMAL,N,16012,16028,16043,16056,16101,16150,16180,16205,normal
105,63,16335,45.375,NORMAL,N,16265,16282,16296,16309,16353,16403,16430,16451,normal
105,64,16590,46.083333333333336,NORMAL,N,16517,16535,16549,16572,16608,16662,16691,16714,normal
105,65,16853,46.81388888888889,NORMAL,N,16777,16798,16812,16838,16877,16926,16954,16982,normal
105,66,17127,47.575,NORMAL,N,17049,17069,17085,17111,17150,17199,17228,17250,normal
105,67,17398,48.327777777777776,NORMAL,N,17320,17340,17355,17382,17417,17470,17498,17517,normal
105,68,17659,49.05277777777778,NORMAL,N,17588,17605,17619,17644,17683,17732,17759,17783,normal
105,69,17915,49.763888888888886,NORMAL,N,17847,17863,17878,17890,17934,17983,18011,18043,normal
105,70,18168,50.46666666666667,NORMAL,N,18096,18114,18128,18142,18190,18235,18265,18304,normal
105,71,18426,51.18333333333333,NORMAL,N,18354,18370,18385,18398,18444,18497,18525,18548,normal
105,72,18682,51.894444444444446,NORMAL,N,18608,18627,18641,18665,18706,18755,18784,18823,normal
105,73,18946,52.62777777777778,NORMAL,N,18872,18891,18905,18930,18965,19016,19045,19082,normal
105,74,19212,53.36666666666667,NORMAL,N,19137,19156,19171,19186,19236,19284,19312,19344,normal
105,75,19483,54.11944444444445,NORMAL,N,19406,19425,19440,19467,19507,19554,19581,19620,normal
105,76,19746,54.85,NORMAL,N,19669,19689,19704,19730,19771,19818,19848,19880,normal
105,77,20008,55.577777777777776,NORMAL,N,19933,19951,19966,19980,20027,20077,20105,20140,normal
105,78,20261,56.28055555555556,NORMAL,N,20192,20209,20224,20246,20280,20328,20355,20383,normal
105,79,20514,56.983333333333334,NORMAL,N,20443,20460,20474,20498,20532,20579,20606,20637,normal
105,80,20764,57.67777777777778,NORMAL,N,20694,20709,20725,20737,20780,20834,20862,20881,normal
105,81,21031,58.419444444444444,NORMAL,N,20956,20973,20988,21013,21050,,21091,21133,positive_monophasic
105,82,21203,58.897222222222226,PVC,V,,,,21177,21215,21283,21332,21343,normal
105,83,21576,59.93333333333333,NORMAL,N,21503,21519,21544,21559,21601,21645,21678,21710,normal
105,84,21838,60.66111111111111,NORMAL,N,21761,21780,21795,21817,21882,21909,21937,21952,normal
105,85,22100,61.388888888888886,NORMAL,N,22027,22044,22059,22083,22128,22171,22198,22217,normal
105,86,22350,62.083333333333336,NORMAL,N,22286,22298,22311,22317,22379,22410,22447,22483,normal
105,87,22603,62.78611111111111,NORMAL,N,22533,22550,22564,22578,22640,22675,22697,22710,normal
105,88,22859,63.49722222222222,NORMAL,N,22784,22803,22817,22843,22900,22930,22956,22992,normal
105,89,23114,64.20555555555555,NORMAL,N,23047,23059,23072,23097,23152,23185,23215,23243,normal
105,90,23375,64.93055555555556,NORMAL,N,23303,23320,23335,23358,23397,23445,23477,23511,normal
105,91,23640,65.66666666666667,NORMAL,N,23566,23583,23598,23615,23675,23718,23746,23790,normal
105,92,23916,66.43333333333334,NORMAL,N,23838,23858,23873,23889,23950,23990,24017,24061,normal
105,93,24180,67.16666666666667,NORMAL,N,24105,24124,24139,24163,24213,24250,24277,24309,normal
105,94,24429,67.85833333333333,NORMAL,N,24360,24377,24392,24401,24447,24494,24521,24550,normal
105,95,24676,68.54444444444445,NORMAL,N,24609,24623,24637,24661,24695,,24723,24770,positive_monophasic
105,96,24843,69.00833333333334,PVC,V,,,,24816,24854,24884,24946,24957,biphasic_negative_positive
105,97,25191,69.975,NORMAL,N,25119,25135,25151,25175,25214,25261,25296,25333,normal
105,98,25462,70.72777777777777,NORMAL,N,25383,25403,25418,25444,25498,25539,25568,25598,normal
105,99,25732,71.47777777777777,NORMAL,N,25658,25675,25689,25716,25751,25805,25834,25853,normal
105,100,25997,72.21388888888889,NORMAL,N,25921,25942,25956,25973,26019,26065,26093,26126,normal
105,101,26253,72.925,NORMAL,N,26183,26199,26212,26227,26287,26328,26354,26378,normal
