record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
234,1,367,1.0194444444444444,NORMAL,N,304,319,336,352,376,452,468,486,normal
234,2,606,1.6833333333333333,NORMAL,N,541,556,576,592,615,653,706,724,normal
234,3,841,2.3361111111111112,NORMAL,N,774,792,810,826,850,889,948,964,normal
234,4,1083,3.0083333333333333,NORMAL,N,1018,1032,1050,1068,1092,1174,1190,1215,normal
234,5,1327,3.686111111111111,NORMAL,N,1266,1279,1298,1313,1335,1411,1427,1443,normal
234,6,1563,4.341666666666667,NORMAL,N,1498,1513,1532,1548,1571,1645,1661,1673,normal
234,7,1795,4.986111111111111,NORMAL,N,1732,1748,1765,1780,1808,1884,1897,1917,normal
234,8,2043,5.675,NORMAL,N,1976,1991,2010,2027,2051,2090,2152,2165,normal
234,9,2290,6.361111111111111,NORMAL,N,2223,2241,2260,2275,2298,2377,2391,2407,normal
234,10,2528,7.022222222222222,NORMAL,N,2467,2481,2499,2514,2541,2609,2626,2642,normal
234,11,2759,7.663888888888889,NORMAL,N,2692,2710,2727,2743,2772,2841,2859,2871,normal
234,12,2994,8.316666666666666,NORMAL,N,2931,2945,2963,2979,3003,3043,3096,3113,normal
234,13,3227,8.963888888888889,NORMAL,N,3164,3179,3197,3212,3236,3316,3334,3353,normal
234,14,3464,9.622222222222222,NORMAL,N,3402,3417,3435,3449,3473,3551,3569,3582,normal
234,15,3704,10.28888888888889,NORMAL,N,3642,3657,3675,3689,3713,3792,3806,3821,normal
234,16,3938,10.938888888888888,NORMAL,N,3874,3890,3909,3923,3947,4024,4040,4057,normal
234,17,4166,11.572222222222223,NORMAL,N,4105,4120,4137,4151,4175,4253,4271,4284,normal
234,18,4401,12.225,NORMAL,N,4337,4353,4371,4386,4415,4489,4509,4526,normal
234,19,4646,12.905555555555555,NORMAL,N,4582,4596,4615,4630,4655,4732,4747,4768,normal
234,20,4881,13.558333333333334,NORMAL,N,4818,4832,4851,4865,4890,4968,4985,4998,normal
234,21,5108,14.188888888888888,NORMAL,N,5046,5061,5080,5094,5117,5196,5212,5227,normal
234,22,5339,14.830555555555556,NORMAL,N,5278,5292,5309,5324,5352,5427,5442,5465,normal
234,23,5573,15.480555555555556,NORMAL,N,5512,5527,5546,5559,5581,5656,5674,5694,normal
234,24,5805,16.125,NORMAL,N,5738,5756,5775,5781,5818,5890,5907,5919,normal
