record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
113,1,171,0.475,NORMAL,N,102,120,133,158,191,256,294,327,normal
113,2,583,1.6194444444444445,NORMAL,N,,,,571,602,664,698,730,normal
113,3,967,2.686111111111111,NORMAL,N,905,921,933,955,985,1042,1080,1114,normal
113,4,1327,3.686111111111111,NORMAL,N,1263,1277,1290,1315,1345,1407,1444,1478,normal
113,5,1705,4.736111111111111,NORMAL,N,1642,1657,1669,1692,1723,1771,1807,1839,normal
113,6,2094,5.816666666666666,NORMAL,N,,,,2081,2114,2181,2217,2252,normal
113,7,2511,6.975,NORMAL,N,2439,2458,2472,2499,2532,2596,2631,2664,normal
113,8,2873,7.980555555555555,NORMAL,N,2805,2822,2835,2861,2891,2944,2979,3012,normal
113,9,3251,9.030555555555555,NORMAL,N,,,,3239,3270,3333,3367,3398,normal
113,10,3647,10.130555555555556,NORMAL,N,3582,3599,3612,3634,3666,3733,3766,3798,normal
113,11,4017,11.158333333333333,NORMAL,N,3948,3966,3978,4004,4037,4105,4139,4172,normal
113,12,4352,12.088888888888889,NORMAL,N,4281,4296,4311,4339,4372,4440,4473,4505,normal
113,13,4700,13.055555555555555,NORMAL,N,4630,4647,4661,4688,4718,4784,4819,4853,normal
113,14,5085,14.125,NORMAL,N,5021,5036,5050,5073,5103,5172,5204,5235,normal
113,15,5453,15.147222222222222,NORMAL,N,5388,5404,5418,5441,5472,5531,5564,5595,normal
113,16,5774,16.038888888888888,NORMAL,N,5707,5722,5736,5762,5792,5851,5884,5916,normal
113,17,6153,17.091666666666665,NORMAL,N,,,,6141,6171,6233,6271,6306,normal
113,18,6585,18.291666666666668,NORMAL,N,,,,6572,6605,6674,6710,6745,normal
113,19,6978,19.383333333333333,NORMAL,N,6913,6928,6941,6966,6998,7063,7097,7128,normal
113,20,7330,20.36111111111111,NORMAL,N,7261,7278,7291,7317,7348,7412,7448,7481,normal
113,21,7730,21.47222222222222,NORMAL,N,7664,7681,7693,7718,7749,7810,7843,7875,normal
113,22,8118,22.55,NORMAL,N,8057,8071,8083,8106,8135,8195,8220,8247,normal
113,23,8452,23.477777777777778,NORMAL,N,8385,8402,8415,8439,8471,,8517,8572,positive_monophasic
113,24,8645,24.01388888888889,ABERR,a,,,,8625,8668,8717,8751,8780,normal
113,25,9048,25.133333333333333,NORMAL,N,8982,8998,9012,9036,9067,9131,9173,9209,normal
113,26,9453,26.258333333333333,NORMAL,N,9392,9405,9417,9440,9471,9532,9572,9605,normal
113,27,9830,27.305555555555557,NORMAL,N,9768,9783,9795,9818,9849,9908,9945,9977,normal
113,28,10197,28.325,NORMAL,N,,,,10185,10217,10280,10314,10345,normal
113,29,10578,29.383333333333333,NORMAL,N,,,,10565,10597,10660,10696,10727,normal
113,30,10989,30.525,NORMAL,N,10926,10939,10953,10977,11008,11076,11111,11144,normal
113,31,11384,31.622222222222224,NORMAL,N,11318,11333,11346,11372,11404,11466,11504,11537,normal
113,32,11743,32.61944444444445,NORMAL,N,11673,11690,11704,11730,11763,11827,11864,11897,normal
113,33,12119,33.66388888888889,NORMAL,N,12055,12070,12083,12107,12138,12197,12232,12265,normal
113,34,12495,34.708333333333336,NORMAL,N,12432,12446,12458,12483,12514,12561,12598,12631,normal
113,35,12874,35.76111111111111,NORMAL,N,,,,12861,12894,12955,12994,13030,normal
113,36,13239,36.775,NORMAL,N,13171,13188,13202,13227,13259,13319,13354,13389,normal
113,37,13609,37.80277777777778,NORMAL,N,13544,13560,13573,13597,13628,13692,13721,13753,normal
113,38,13982,38.83888888888889,NORMAL,N,13914,13931,13943,13969,14001,14065,14100,14132,normal
113,39,14366,39.90555555555556,NORMAL,N,14301,14316,14328,14354,14385,14445,14479,14511,normal
113,40,14700,40.833333333333336,NORMAL,N,14638,14652,14665,14689,14714,14766,14799,14831,normal
113,41,15052,41.81111111111111,NORMAL,N,,,,15039,15071,15140,15176,15212,normal
113,42,15461,42.94722222222222,NORMAL,N,,,,15449,15480,15542,15579,15613,normal
113,43,15836,43.98888888888889,NORMAL,N,15776,15791,15802,15824,15854,15906,15945,15980,normal
113,44,16164,44.9,NORMAL,N,16097,16112,16126,16152,16185,16247,16281,16312,normal
113,45,16523,45.897222222222226,NORMAL,N,16455,16471,16483,16510,16541,16605,16638,16669,normal
113,46,16902,46.95,NORMAL,N,16848,16860,16871,16890,16918,16979,17013,17045,normal
113,47,17291,48.03055555555556,NORMAL,N,17228,17242,17253,17279,17311,17376,17410,17442,normal
113,48,17648,49.022222222222226,NORMAL,N,17577,17595,17608,17635,17667,17734,17770,17805,normal
113,49,18014,50.03888888888889,NORMAL,N,17949,17965,17978,18002,18031,18090,18124,18157,normal
113,50,18395,51.09722222222222,NORMAL,N,18334,18348,18361,18383,18413,18478,18510,18541,normal
113,51,18773,52.147222222222226,NORMAL,N,18706,18723,18735,18761,18793,18854,18884,18914,normal
113,52,19114,53.09444444444444,NORMAL,N,19047,19064,19076,19102,19132,19198,19232,19266,normal
113,53,19513,54.202777777777776,NORMAL,N,,,,19489,19532,19597,19632,19665,normal
113,54,19922,55.33888888888889,NORMAL,N,,,,19910,19942,20008,20042,20075,normal
113,55,20314,56.42777777777778,NORMAL,N,20247,20263,20275,20302,20334,20401,20435,20469,normal
113,56,20666,57.40555555555556,NORMAL,N,20600,20615,20628,20654,20686,20748,20781,20811,normal
113,57,21027,58.40833333333333,NORMAL,N,,,,21015,21045,21104,21137,21168,normal
113,58,21389,59.41388888888889,NORMAL,N,,,,21377,21408,21472,21507,21542,normal
113,59,21772,60.477777777777774,NORMAL,N,21703,21721,21734,21760,21793,21859,21897,21932,normal
113,60,22141,61.50277777777778,NORMAL,N,22073,22089,22102,22128,22160,22224,22260,22292,normal
113,61,22499,62.49722222222222,NORMAL,N,22433,22449,22463,22486,22517,22579,22614,22647,normal
113,62,22903,63.61944444444445,NORMAL,N,22837,22852,22866,22890,22923,22983,23018,23051,normal
113,63,23258,64.60555555555555,NORMAL,N,23192,23210,23222,23246,23278,23336,23360,23388,normal
113,64,23625,65.625,NORMAL,N,23561,23575,23590,23613,23645,23708,23747,23784,normal
113,65,24034,66.7611111111111,NORMAL,N,23967,23984,23997,24022,24054,24120,24159,24193,normal
113,66,24442,67.89444444444445,NORMAL,N,24376,24392,24405,24429,24461,24516,24553,24586,normal
113,67,24793,68.86944444444444,NORMAL,N,24726,24741,24755,24780,24811,24869,24903,24935,normal
113,68,25133,69.81388888888888,NORMAL,N,25066,25082,25097,25121,25152,25211,25250,25284,normal
113,69,25516,70.87777777777778,NORMAL,N,25460,25474,25487,25506,25532,25588,25623,25655,normal
113,70,25898,71.93888888888888,NORMAL,N,25835,25850,25862,25885,25917,25976,26017,26052,normal
113,71,26255,72.93055555555556,NORMAL,N,26188,26203,26216,26243,26276,26341,26377,26413,normal
113,72,26638,73.99444444444444,NORMAL,N,26572,26588,26602,26626,26656,26714,26753,26784,normal
113,73,27029,75.08055555555555,NORMAL,N,26960,26977,26991,27017,27047,27106,27140,27173,normal
113,74,27395,76.09722222222223,NORMAL,N,27332,27348,27361,27384,27414,27473,27506,27538,normal
113,75,27721,77.00277777777778,NORMAL,N,27661,27673,27686,27708,27740,27802,27840,27874,normal
113,76,28122,78.11666666666666,NORMAL,N,28055,28070,28083,28109,28141,28206,28243,28277,normal
113,77,28527,79.24166666666666,NORMAL,N,,,,28515,28546,28612,28650,28682,normal
113,78,28915,80.31944444444444,NORMAL,N,28845,28862,28876,28902,28935,28995,29029,29062,normal
113,79,29298,81.38333333333334,NORMAL,N,,,,29285,29315,29378,29411,29444,normal
113,80,29682,82.45,NORMAL,N,,,,29670,29700,29761,29794,29823,normal
113,81,30051,83.475,NORMAL,N,29985,30001,30014,30039,30070,30136,30170,30203,normal
113,82,30416,84.4888888888889,NORMAL,N,30344,30363,30375,30403,30436,30501,30542,30577,normal
113,83,30779,85.49722222222222,NORMAL,N,30710,30726,30740,30767,30799,30864,30900,30933,normal
113,84,31137,86.49166666666666,NORMAL,N,31070,31085,31100,31124,31156,31218,31254,31287,normal
113,85,31506,87.51666666666667,NORMAL,N,31441,31456,31469,31494,31525,31581,31615,31647,normal
