record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
228,1,159,0.44166666666666665,NORMAL,N,58,75,90,130,169,242,301,328,inverted
228,2,432,1.2,NORMAL,N,342,375,391,394,442,461,514,549,normal
228,3,725,2.013888888888889,NORMAL,N,628,665,678,687,736,767,820,897,normal
228,4,1060,2.9444444444444446,NORMAL,N,957,997,1015,1033,1079,1163,1236,1262,inverted
228,5,1365,3.7916666666666665,NORMAL,N,1268,1305,1320,1329,1376,1418,1526,1560,biphasic_positive_negative
228,6,1651,4.586111111111111,NORMAL,N,1566,1596,1616,1618,1661,1734,1809,1838,inverted
228,7,1935,5.375,NORMAL,N,1844,1876,1899,1911,1945,2024,2101,2126,inverted
228,8,2222,6.1722222222222225,NORMAL,N,2132,2166,2182,2189,2232,2311,2371,2400,inverted
228,9,2499,6.941666666666666,NORMAL,N,2405,2445,2457,2460,2509,2540,2675,2696,biphasic_positive_negative
228,10,2792,7.7555555555555555,NORMAL,N,2701,2734,2752,2767,2802,2822,2956,2985,biphasic_positive_negative
228,11,3094,8.594444444444445,NORMAL,N,2992,3034,3049,3058,3104,3283,3249,3214,normal
228,12,3402,9.45,NORMAL,N,3303,3342,3356,3366,3412,3461,3570,3598,biphasic_positive_negative
228,13,3693,10.258333333333333,NORMAL,N,3604,3637,3657,3668,3703,3730,3873,3891,biphasic_positive_negative
228,14,3986,11.072222222222223,NORMAL,N,3898,3931,3949,3951,3996,4078,4149,4178,inverted
228,15,4275,11.875,NORMAL,N,4184,4218,4243,4251,4284,4362,4434,4451,inverted
228,16,4542,12.616666666666667,NORMAL,N,4457,4489,4503,4508,4550,4585,4624,4691,normal
228,17,4820,13.38888888888889,NORMAL,N,4714,4727,4759,4782,4829,4846,4972,4981,biphasic_positive_negative
228,18,5103,14.175,NORMAL,N,4997,5008,5026,5059,5128,5149,5194,5252,normal
228,19,5441,15.113888888888889,NORMAL,N,5332,5374,5396,5411,5453,5593,5622,5643,biphasic_positive_negative
228,20,5781,16.058333333333334,NORMAL,N,5680,5719,5738,5756,5794,,,,
228,21,6087,16.908333333333335,NORMAL,N,5992,6024,6044,6050,6104,6139,6175,6207,normal
228,22,6299,17.497222222222224,PVC,V,,,,6272,6314,6339,6359,6415,inverted
228,23,6635,18.430555555555557,NORMAL,N,6533,6547,6563,6602,6643,,6659,6710,positive_monophasic
228,24,6823,18.95277777777778,PVC,V,6727,6753,6791,6795,6839,6853,6876,6962,inverted
228,25,7196,19.988888888888887,NORMAL,N,7086,7098,7117,7158,7206,,7230,7289,positive_monophasic
228,26,7415,20.59722222222222,PVC,V,,,,7384,7432,7461,7491,7567,inverted
228,27,7825,21.73611111111111,NORMAL,N,7727,7767,7785,7799,7835,,7851,7902,positive_monophasic
228,28,8027,22.29722222222222,PVC,V,7910,7915,7942,7998,8044,,,,
228,29,8394,23.316666666666666,NORMAL,N,8307,8341,8355,8366,8403,,8417,8473,positive_monophasic
228,30,8583,23.841666666666665,PVC,V,,,,8555,8597,8623,8644,8708,inverted
228,31,8931,24.808333333333334,NORMAL,N,8826,8838,8864,8905,8941,,8948,9017,positive_monophasic
228,32,9131,25.363888888888887,PVC,V,,,,9103,9146,9174,9192,9275,inverted
228,33,9503,26.397222222222222,NORMAL,N,9410,9444,9467,9478,9514,9553,9571,9590,normal
228,34,9710,26.97222222222222,PVC,V,9592,9595,9630,9681,9727,9758,9785,9858,inverted
228,35,10097,28.04722222222222,NORMAL,N,10011,10046,10062,10074,10108,,10114,10151,positive_monophasic
228,36,10307,28.630555555555556,PVC,V,,,,10278,10321,10347,10370,10449,inverted
228,37,10655,29.59722222222222,NORMAL,N,10568,10601,10619,10633,10665,10700,10742,10774,normal
228,38,10844,30.122222222222224,PVC,V,10778,10787,10811,10816,10859,10885,10994,11012,biphasic_negative_positive
228,39,11199,31.108333333333334,NORMAL,N,11096,11111,11128,11175,11208,11237,11278,11317,normal
228,40,11393,31.647222222222222,PVC,V,11323,11330,11340,11356,11410,11438,11467,11545,inverted
228,41,11776,32.71111111111111,NORMAL,N,11683,11722,11736,11752,11786,11811,11825,11859,normal
228,42,11992,33.31111111111111,PVC,V,11875,11893,11916,11960,12009,12053,12066,12135,inverted
228,43,12403,34.452777777777776,NORMAL,N,12300,12335,12354,12376,12414,12513,12587,12612,inverted
228,44,12712,35.31111111111111,NORMAL,N,12618,12654,12668,12677,12723,12805,12873,12911,inverted
228,45,13012,36.144444444444446,NORMAL,N,12917,12952,12969,12975,13022,13101,13174,13191,inverted
228,46,13286,36.90555555555556,NORMAL,N,13195,13228,13249,13263,13298,13378,13448,13476,inverted
228,47,13573,37.702777777777776,NORMAL,N,13481,13512,13530,13536,13584,13672,13767,13784,inverted
228,48,13896,38.6,NORMAL,N,13837,13864,13875,13878,13907,13950,13994,14044,normal
228,49,14236,39.544444444444444,NORMAL,N,14143,14166,14189,14208,14250,14288,14436,14456,biphasic_positive_negative
228,50,14567,40.46388888888889,NORMAL,N,14461,14501,14525,14549,14580,14614,14770,14790,biphasic_positive_negative
228,51,14897,41.38055555555555,NORMAL,N,14796,14831,14852,14862,14908,14991,15067,15091,inverted
228,52,15190,42.19444444444444,NORMAL,N,15097,15130,15150,15165,15200,15219,15354,15373,biphasic_positive_negative
228,53,15465,42.958333333333336,NORMAL,N,15378,15410,15428,15441,15474,15553,15627,15654,inverted
228,54,15756,43.766666666666666,NORMAL,N,15695,15702,15711,15725,15765,15793,15805,15842,inverted
228,55,16105,44.736111111111114,NORMAL,N,16011,16029,16048,16075,16150,16172,16258,16309,normal
228,56,16477,45.769444444444446,NORMAL,N,16396,16404,16414,16445,16489,16559,16580,16620,normal
