record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
231,1,180,0.5,RBBB,R,108,123,140,163,209,251,303,341,normal
231,2,527,1.4638888888888888,RBBB,R,455,469,489,511,555,600,650,688,normal
231,3,848,2.3555555555555556,RBBB,R,778,794,810,836,875,913,971,1004,normal
231,4,1166,3.238888888888889,RBBB,R,1098,1110,1126,1148,1193,1233,1287,1327,normal
231,5,1512,4.2,RBBB,R,1437,1451,1468,1494,1541,1580,1634,1675,normal
231,6,1833,5.091666666666667,RBBB,R,1760,1777,1792,1817,1861,1894,2056,2079,biphasic_positive_negative
231,7,2460,6.833333333333333,RBBB,R,2389,2403,2421,2442,2468,2567,2599,2637,normal
231,8,2789,7.747222222222222,RBBB,R,2714,2729,2749,2773,2817,2856,2905,2942,normal
231,9,3088,8.577777777777778,RBBB,R,3017,3032,3049,3072,3114,3145,3204,3238,normal
231,10,3420,9.5,RBBB,R,3347,3362,3381,3403,3447,3490,3545,3586,normal
231,11,3754,10.427777777777777,RBBB,R,3683,3697,3714,3737,3783,3820,3877,3912,normal
231,12,4058,11.272222222222222,RBBB,R,3985,4000,4017,4041,4085,4118,4178,4213,normal
231,13,4385,12.180555555555555,RBBB,R,4320,4332,4349,4369,4413,4455,4511,4550,normal
231,14,4720,13.11111111111111,RBBB,R,4642,4662,4677,4703,4749,4796,4846,4880,normal
231,15,5035,13.98611111111111,RBBB,R,4962,4976,4994,5019,5062,5098,5150,5187,normal
231,16,5377,14.936111111111112,RBBB,R,5304,5319,5337,5360,5406,5458,5505,5548,normal
231,17,5740,15.944444444444445,RBBB,R,5667,5681,5699,5727,5770,5812,5866,5900,normal
231,18,6060,16.833333333333332,RBBB,R,5987,6002,6019,6043,6087,6126,6178,6216,normal
231,19,6415,17.819444444444443,RBBB,R,6346,6360,6376,6398,6443,6488,6543,6581,normal
231,20,6799,18.886111111111113,RBBB,R,6729,6741,6759,6787,6826,6860,6919,6955,normal
231,21,7122,19.783333333333335,RBBB,R,7053,7067,7084,7109,7148,7189,7240,7277,normal
231,22,7480,20.77777777777778,RBBB,R,7406,7421,7440,7463,7509,7555,7606,7647,normal
231,23,7827,21.741666666666667,RBBB,R,7755,7770,7786,7811,7854,7890,7941,7978,normal
231,24,8137,22.602777777777778,RBBB,R,8067,8082,8100,8121,8165,8208,8262,8298,normal
231,25,8478,23.55,RBBB,R,8403,8418,8436,8460,8507,8543,8601,8642,normal
231,26,8818,24.494444444444444,RBBB,R,8745,8763,8778,8806,8845,8881,8937,8974,normal
231,27,9136,25.377777777777776,RBBB,R,9065,9080,9098,9120,9163,9207,9255,9294,normal
231,28,9497,26.380555555555556,RBBB,R,9420,9437,9454,9479,9526,9570,9621,9662,normal
231,29,9853,27.369444444444444,RBBB,R,9784,9796,9813,9837,9880,9917,9971,10011,normal
231,30,10182,28.283333333333335,RBBB,R,10109,10123,10140,10165,10211,10257,10305,10339,normal
231,31,10538,29.272222222222222,RBBB,R,10460,10478,10496,10521,10565,10609,10659,10699,normal
231,32,10892,30.255555555555556,RBBB,R,10822,10837,10853,10880,10920,10965,11017,11055,normal
231,33,11224,31.177777777777777,RBBB,R,11154,11169,11185,11207,11252,11289,11345,11382,normal
231,34,11582,32.172222222222224,RBBB,R,11509,11523,11541,11565,11610,11654,11701,11740,normal
231,35,11917,33.102777777777774,RBBB,R,11849,11863,11879,11905,11943,11991,12037,12074,normal
231,36,12235,33.986111111111114,RBBB,R,12161,12176,12193,12218,12263,12305,12351,12387,normal
231,37,12589,34.96944444444444,RBBB,R,12517,12532,12550,12573,12616,12663,12715,12761,normal
231,38,12941,35.94722222222222,RBBB,R,12869,12884,12899,12925,12971,13019,13064,13099,normal
231,39,13261,36.83611111111111,RBBB,R,13188,13204,13221,13244,13288,13335,13385,13423,normal
231,40,13617,37.825,RBBB,R,13545,13561,13578,13601,13645,13693,13738,13781,normal
231,41,13949,38.74722222222222,RBBB,R,13880,13896,13912,13936,13978,14018,14072,14106,normal
231,42,14283,39.675,RBBB,R,14207,14223,14240,14266,14309,14347,14400,14440,normal
231,43,14626,40.62777777777778,RBBB,R,14554,14569,14585,14609,14654,14700,14751,14791,normal
231,44,14968,41.577777777777776,RBBB,R,14897,14910,14928,14952,14998,15041,15089,15125,normal
231,45,15288,42.46666666666667,RBBB,R,15214,15229,15246,15271,15315,15364,15413,15452,normal
231,46,15638,43.43888888888889,RBBB,R,15569,15583,15600,15622,15664,15714,15759,15798,normal
231,47,15977,44.38055555555555,RBBB,R,15906,15923,15940,15962,16008,16053,16100,16134,normal
231,48,16304,45.28888888888889,RBBB,R,16229,16246,16264,16288,16330,16367,16419,16458,normal
231,49,16651,46.25277777777778,RBBB,R,16578,16594,16611,16633,16679,16729,16777,16818,normal
231,50,17018,47.272222222222226,RBBB,R,16942,16961,16977,17002,17047,17079,17140,17175,normal
231,51,17353,48.202777777777776,RBBB,R,17276,17294,17311,17336,17381,17421,17477,17512,normal
231,52,17707,49.18611111111111,RBBB,R,17635,17651,17668,17690,17735,17786,17832,17871,normal
231,53,18048,50.13333333333333,RBBB,R,17980,17992,18009,18035,18077,18116,18169,18208,normal
231,54,18371,51.03055555555556,RBBB,R,18302,18318,18335,18359,18397,18441,18493,18532,normal
