record,beat_number,qrs_sample,qrs_seconds,qrs_annotation,qrs_symbol,p_onset_sample,p_peak_sample,p_offset_sample,qrs_onset_sample,qrs_offset_sample,t_onset_sample,t_peak_sample,t_offset_sample,t_wave_type
217,1,197,0.5472222222222223,PACE,/,,,,180,252,266,310,360,normal
217,2,526,1.461111111111111,PACE,/,,,,469,560,575,621,671,normal
217,3,837,2.325,PACE,/,697,726,741,779,872,879,932,980,normal
217,4,1155,3.2083333333333335,PACE,/,1043,1054,1066,1107,1193,1209,1252,1299,normal
217,5,1460,4.055555555555555,PACE,/,,,,1407,1485,1518,1553,1594,normal
217,6,1734,4.816666666666666,PFUS,f,,,,1712,1779,1846,1867,1883,inverted
217,7,2056,5.711111111111111,PACE,/,1946,1957,1967,2011,2089,2113,2148,2186,normal
217,8,2348,6.522222222222222,PACE,/,,,,2303,2390,2402,2441,2482,normal
217,9,2654,7.372222222222222,PACE,/,,,,2606,2689,2709,2743,2782,normal
217,10,2952,8.2,PACE,/,2840,2858,2869,2903,2988,3008,3047,3088,normal
217,11,3260,9.055555555555555,PACE,/,,,,3211,3300,3318,3357,3400,normal
217,12,3569,9.91388888888889,PACE,/,,,,3513,3604,3616,3665,3712,normal
217,13,3880,10.777777777777779,PACE,/,3749,3774,3787,3832,3915,3927,3972,4015,normal
217,14,4177,11.602777777777778,PACE,/,,,,4130,4212,4228,4263,4305,normal
217,15,4459,12.386111111111111,PACE,/,4337,4361,4366,4404,4489,4510,4547,4587,normal
217,16,4743,13.175,PACE,/,,,,4698,4778,4789,4841,4881,normal
217,17,5046,14.016666666666667,PACE,/,4954,4969,4989,5001,5082,5098,5141,5186,normal
217,18,5360,14.88888888888889,PACE,/,5276,5287,5302,5308,5399,5415,5462,5509,normal
217,19,5688,15.8,PACE,/,,,,5642,5726,5737,5784,5830,normal
217,20,5990,16.63888888888889,PACE,/,5864,5870,5881,5944,6025,6035,6085,6130,normal
217,21,6283,17.45277777777778,PACE,/,6155,6183,6200,6235,6317,6332,6371,6417,normal
217,22,6573,18.258333333333333,PACE,/,,,,6527,6606,6623,6663,6706,normal
217,23,6877,19.102777777777778,PACE,/,6778,6790,6810,6831,6911,6929,6967,7011,normal
217,24,7176,19.933333333333334,PACE,/,7013,7023,7031,7119,7215,7233,7274,7317,normal
217,25,7489,20.802777777777777,PACE,/,,,,7439,7527,7541,7587,7634,normal
217,26,7797,21.658333333333335,PACE,/,,,,7751,7833,7851,7892,7939,normal
217,27,8101,22.502777777777776,PACE,/,7979,7993,7999,8046,8137,8143,8196,8240,normal
217,28,8402,23.33888888888889,PACE,/,,,,8355,8439,8453,8495,8541,normal
217,29,8695,24.15277777777778,PACE,/,,,,8641,8730,8744,8781,8823,normal
217,30,8978,24.93888888888889,PACE,/,8891,8902,8912,8935,9014,9026,9073,9118,normal
217,31,9278,25.772222222222222,PACE,/,9119,9125,9133,9225,9311,9327,9370,9412,normal
217,32,9582,26.616666666666667,PACE,/,,,,9531,9620,9638,9680,9729,normal
217,33,9908,27.522222222222222,PACE,/,,,,9862,9943,9957,10004,10051,normal
217,34,10215,28.375,PACE,/,,,,10166,10249,10268,10311,10356,normal
217,35,10512,29.2,PACE,/,10393,10413,10422,10462,10544,10554,10603,10646,normal
217,36,10799,29.997222222222224,PACE,/,,,,10744,10832,10852,10889,10935,normal
217,37,11090,30.805555555555557,PACE,/,,,,11047,11123,11138,11178,11220,normal
